12/01/2018 03:42,,,,
Código,Descrição,Início de Vigência,Fim de Vigência,Classe Mercadoria Perigosa
2478,"ISOCIANATOS INFLAMÁVEIS, TÓXICOS, N.S.A. OU ISOCIANATOSEM SOLUÇÃO, INFLAMÁVEL, TÓXICA, N.S.A.",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2480,ISOCIANATO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2481,ISOCIANATO DE ETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2482,ISOCIANATO DE N-PROPILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2483,ISOCIANATO DE ISOPROPILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2484,ISOCIANATO DE TERT-BUTILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2485,ISOCIANATO DE N-BUTILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2486,ISOCIANATO DE ISOBUTILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2487,ISOCIANATO DE FENILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2488,ISOCIANATO DE CICLOHEXILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2490,ÉTER DICLOROISOPROPÍLICO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2491,ETANOLAMINA OU ETANOLAMINA EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2493,HEXAMETILENOIMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2495,PENTAFLUORETO DE IODO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2496,ANIDRIDO PROPIÓNICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2498,"TETRAHIDRO-1,2,3,6 BENZALDEÍDO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2501,ÓXIDO DE TRIS (AZIRIDINIL-1) FOSFINA EM SOLUÇÃO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2502,CLORETO DE VALERILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2503,TETRACLORETO DE ZIRCÓNIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2504,TETRABROMOETANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2505,FLUORETO DE AMÓNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2506,HIDROGENOSSULFATO DE AMÓNIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2507,ÁCIDO CLOROPLATÍNICO SÓLIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2508,PENTACLORETO DE MOLIBDÉNIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2509,HIDROGENOSSULFATO DE POTÁSSIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2511,ÁCIDO CLORO-2 PROPIÓNICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2512,"AMINOFENÓIS (O-, M-, P-)",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2513,BROMETO DE BROMOACETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2514,BROMOBENZENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2515,BROMOFÓRMIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2516,TETRABROMETO DE CARBONO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2517,"CLORO-1 DIFLUOR-1,1 ETANO (GÁS REFRIGERANTE R 142B)",2014-09-01,-,2 - GASES
2518,"CICLODODECATRIENO-1,5,9",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2520,CICLOOCTADIENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2521,DICETENO ESTABILIZADO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2522,METACRILATO DE 2-DIMETILAMINOETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2524,ORTOFORMIATO DE ETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2525,OXALATO DE ETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2526,FURFURILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2527,ACRILATO DE ISOBUTILO ESTABILIZADO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2528,ISOBUTIRATO DE ISOBUTILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2529,ÁCIDO ISOBUTÍRICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2531,ÁCIDO METACRÍLICO ESTABILIZADO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2533,TRICLOROACETATO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2534,METILCLOROSSILANO,2014-09-01,-,2 - GASES
2535,4-METILMORFOLINA (N-METILMORFOLINA),2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2536,METILTETRAHIDROFURANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2538,NITRONAFTALENO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2541,TERPINOLENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2542,TRIBUTILAMINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2545,HÁFNIO EM PÓ SECO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2546,TITÂNIO EM PÓ SECO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2547,SUPERÓXIDO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2548,PENTAFLUORETO DE CLORO,2014-09-01,-,2 - GASES
2552,"HIDRATO DE HEXAFLUORACETONA, LÍQUIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2554,CLORETO DE METILALILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2555,NITROCELULOSE COM PELO MENOS 25% (MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2556,"NITROCELULOSE COM PELO MENOS 25% (MASSA) DE ÁLCOOL E UMTEOR EM AZOTO NO MÁXIMO DE 12,6% (MASSA ",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2557,"NITROCELULOSE EM MISTURA COM UM TEOR EM AZOTO NO MÁXIMO DE12,6% (MASSA SECA), COM OU SEM ",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2558,EPIBROMIDRINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2560,METIL-2 PENTANOL-2,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2561,METIL-3 BUTENO-1,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2564,ÁCIDO TRICLOROACÉTICO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2565,DICICLOHEXILAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2567,PENTACLOROFENATO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2570,COMPOSTOS DE CÁDMIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2571,ÁCIDOS ALQUILSULFÚRICOS,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2572,FENILHIDRAZINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2573,CLORATO DE TÁLIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2574,FOSFATO DE TRICRESILO COM MAIS DE 3% DO ISÓMERO ORTO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2576,OXIBROMETO DE FÓSFORO FUNDIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2577,CLORETO DE FENILACETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2578,TRIÓXIDO DE FÓSFORO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2579,PIPERAZINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2580,BROMETO DE ALUMÍNIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2581,CLORETO DE ALUMÍNIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2582,CLORETO DE FERRO III EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2583,ÁCIDOS ALQUILSULFÓNICOS SÓLIDOS OU ÁCIDOSARILSULFÓNICOS SÓLIDOS CONTENDO MAIS DE 5% DE ÁCIDO ,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2584,ÁCIDOS ALQUILSULFÓNICOS LÍQUIDOS OU ÁCIDOSARILSULFÓNICOS LÍQUIDOS CONTENDO MAIS DE 5% DE ÁCIDO ,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2585,ÁCIDOS ALQUILSULFÓNICOS SÓLIDOS OU ÁCIDOSARILSULFÓNICOS SÓLIDOS NÃO CONTENDO MAIS DE 5% DE ,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2586,ÁCIDOS ALQUILSULFÓNICOS LÍQUIDOS OU ÁCIDOSARILSULFÓNICOS LÍQUIDOS NÃO CONTENDO MAIS DE 5% DE ,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2587,BENZOQUINONA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2588,"PESTICIDA SÓLIDO, TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2589,CLOROACETATO DE VINILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2590,"AMIANTO BRANCO (CRISOTILO, ACTINOLITE, ANTOFILITE, TREMOLITE)",2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
2591,XÉNON LÍQUIDO REFRIGERADO,2014-09-01,-,2 - GASES
2599,"CLOROTRIFLUORMETANO E TRIFLUORMETANO EM MISTURAAZEOTRÓPICA, CONTENDO CERCA DE 60% DE ",2014-09-01,-,2 - GASES
2601,CICLOBUTANO,2014-09-01,-,2 - GASES
2602,"DICLORODIFLUORMETANO E DIFLUOR-1,1 ETANO EMMISTURA AZEOTRÓPICA CONTENDO CERCA DE 74% DE ",2014-09-01,-,2 - GASES
2603,CICLOHEPTATRIENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2604,ETEREATO DIETÍLICO DE TRIFLUORETO DE BORO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2605,ISOCIANATO DE METÓXIMETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2606,ORTOSSILICATO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2607,"ACROLEÍNA, DÍMERO ESTABILIZADO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2608,NITROPROPANOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2609,BORATO DE TRIALILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2610,TRIALILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2611,CLORO-1 PROPANOL-2,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2612,ÉTER METILPROPÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2614,ÁLCOOL METILALÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2615,ÉTER ETILPROPÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2616,BORATO DE TRIISOPROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2617,METILCICLOHEXANÓIS INFLAMÁVEIS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2618,VINILTOLUENOS ESTABILIZADOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2619,BENZILDIMETILAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2620,BUTIRATOS DE AMILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2621,ACETILMETILCARBINOL,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2622,GLICIDALDEÍDO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2623,ACENDALHAS SÓLIDAS IMPREGNADAS DE LÍQUIDO INFLAMÁVEL,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2624,SILICIETO DE MAGNÉSIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2626,ÁCIDO CLÓRICO EM SOLUÇÃO AQUOSA CONTENDO NO MÁXIMO 10%DE ÁCIDO CLÓRICO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2627,"NITRITOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
2628,FLUORACETATO DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2629,FLUORACETATO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2630,SELENIATOS OU SELENITOS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2642,ÁCIDO FLUORACÉTICO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2643,BROMOACETATO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2644,IODETO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2645,BROMETO DE FENACILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2646,HEXACLOROCICLOPENTADIENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2647,MALONITRILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2648,"DIBROMO-1,2 BUTANONA-3",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2649,"DICLORO-1,3 ACETONA",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2650,"DICLORO-1,1 NITRO-1 ETANO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2651,"DIAMINO-4,4' DIFENILMETANO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2653,IODETO DE BENZILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2655,FLUOROSSILICATO DE POTÁSSIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2656,QUINOLEÍNA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2657,DISSULFURETO DE SELÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2659,CLOROACETATO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2660,MONONITROTOLUIDINAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2661,HEXACLOROACETONA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2664,DIBROMOMETANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2667,BUTILTOLUENOS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2668,CLOROACETONITRILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2669,"CLOROCRESÓIS, EM SOLUÇÃO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2670,CLORETO CIANÚRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2671,"AMINOPIRIDINAS (O-, M-, P-)",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2672,"AMONÍACO EM SOLUÇÃO AQUOSA DE DENSIDADE COMPREENDIDA ENTRE0,880 E 0,975 A 15 °C, CONTENDO MAIS ",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2673,AMINO-2 CLORO-4 FENOL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2674,FLUOROSSILICATO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2676,ESTIBINA,2014-09-01,-,2 - GASES
2677,HIDRÓXIDO DE RUBÍDIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2678,HIDRÓXIDO DE RUBÍDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2679,HIDRÓXIDO DE LÍTIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2680,HIDRÓXIDO DE LÍTIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2681,HIDRÓXIDO DE CÉSIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2682,HIDRÓXIDO DE CÉSIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2683,SULFURETO DE AMÓNIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2684,DIETILAMINO-3 PROPILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2685,"N,N-DIETILETILENODIAMINA",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2686,DIETILAMINO-2 ETANOL,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2687,NITRITO DE DICICLOHEXILAMÓNIO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2688,BROMO-1 CLORO-3 PROPANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2689,ALFA-MONOCLORIDRINA DO GLICEROL,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2690,"N,N-BUTILIMIDAZOL",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2691,PENTABROMETO DE FÓSFORO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2692,TRIBROMETO DE BORO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2693,"HIDROGENOSSULFITOS EM SOLUÇÃO AQUOSA, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2698,"ANIDRIDOS TETRAHIDROFTÁLICOS CONTENDO MAIS DE 0,05% DEANIDRIDO MALEICO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2699,ÁCIDO TRIFLUORACÉTICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2705,PENTOL-1,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2707,DIMETILDIOXANOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2709,BUTILBENZENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2710,DIPROPILCETONA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2713,ACRIDINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2714,RESINATO DE ZINCO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2715,RESINATO DE ALUMÍNIO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2716,"BUTINODIOL-1,4",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2717,CÂNFORA SINTÉTICA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2719,BROMATO DE BÁRIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2720,NITRATO DE CRÓMIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2721,CLORATO DE COBRE,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2722,NITRATO DE LÍTIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2723,CLORATO DE MAGNÉSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2724,NITRATO DE MANGANÊS,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2725,NITRATO DE NÍQUEL,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2726,NITRITO DE NÍQUEL,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2727,NITRATO DE TÁLIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2728,NITRATO DE ZIRCÓNIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2729,HEXACLOROBENZENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2730,"NITRANISÓIS, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2732,"NITROBROMOBENZENOS, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2733,"AMINAS INFLAMÁVEIS, CORROSIVAS, N.S.A. OU POLIAMINASINFLAMÁVEIS, CORROSIVAS, N.S.A.",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2734,"AMINAS LÍQUIDAS CORROSIVAS, INFLAMÁVEIS, N.S.A. OUPOLIAMINAS LÍQUIDAS CORROSIVAS, INFLAMÁVEIS, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2735,"AMINAS LÍQUIDAS CORROSIVAS, N.S.A. OU POLIAMINASLÍQUIDAS CORROSIVAS, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2738,N-BUTILANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2739,ANIDRIDO BUTÍRICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2740,CLOROFORMIATO DE N-PROPILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2741,HIPOCLORITO DE BÁRIO CONTENDO MAIS DE 22% DE CLORO ACTIVO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2742,"CLOROFORMIATOS TÓXICOS, CORROSIVOS, INFLAMÁVEIS,N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2743,CLOROFORMIATO DE N-BUTILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2744,CLOROFORMIATO DE CICLOBUTILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2745,CLOROFORMIATO DE CLOROMETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2746,CLOROFORMIATO DE FENILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2747,CLOROFORMIATO DE TERT-BUTILCICLOHEXILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2748,CLOROFORMIATO DE ETIL-2 HEXILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2749,TETRAMETILSILANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2750,"DICLORO-1,3 PROPANOL-2",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2751,CLORETO DE DIETILTIOFOSFORILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2752,"EPÓXI-1,2 ETÓXI-3 PROPANO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2753,"N-ETILBENZILTOLUIDINAS, LÍQUIDAS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2754,N-ETILTOLUIDINAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2757,"CARBAMATO PESTICIDA SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2758,"CARBAMATO PESTICIDA LÍQUIDO, INFLAMÁVEL, TÓXICO, COMUM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2759,"PESTICIDA ARSENICAL SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2760,"PESTICIDA ARSENICAL LÍQUIDO, INFLAMÁVEL, TÓXICO, COMUM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2761,"PESTICIDA ORGANOCLORADO SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2762,"PESTICIDA ORGANOCLORADO LÍQUIDO, INFLAMÁVEL,TÓXICO, COM UM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2763,"TRIAZINA PESTICIDA SÓLIDA, TÓXICA",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2764,"TRIAZINA PESTICIDA LÍQUIDA, INFLAMÁVEL, TÓXICA, COM UMPONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2771,"TIOCARBAMATO PESTICIDA SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2772,"TIOCARBAMATO PESTICIDA LÍQUIDO, INFLAMÁVEL, TÓXICO,COM UM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2775,"PESTICIDA CÚPRICO SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2776,"PESTICIDA CÚPRICO LÍQUIDO, INFLAMÁVEL, TÓXICO, COM UMPONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2777,"PESTICIDA MERCURIAL SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2778,"PESTICIDA MERCURIAL LÍQUIDO, INFLAMÁVEL, TÓXICO, COMUM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2779,"NITROFENOL SUBSTITUÍDO PESTICIDA SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2780,"NITROFENOL SUBSTITUÍDO PESTICIDA LÍQUIDO,INFLAMÁVEL, TÓXICO, COM UM PONTO DE INFLAMAÇÃO INFERIOR ",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2781,"PESTICIDA BIPIRIDÍLICO SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2782,"PESTICIDA BIPIRIDÍLICO LÍQUIDO, INFLAMÁVEL, TÓXICO, COMUM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2783,"PESTICIDA ORGANOFOSFORADO SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2784,"PESTICIDA ORGANOFOSFORADO LÍQUIDO, INFLAMÁVEL,TÓXICO, COM UM PONTO DE INFLAMAÇÃO INFERIOR A 23 ",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2785,4-TIAPENTANAL (METILTIO-3 PROPANAL),2014-09-01,-,61 - MATÉRIAS TÓXICAS
2786,"PESTICIDA ORGANOESTÂNICO SÓLIDO, TÓXICO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2787,"PESTICIDA ORGANOESTÂNICO LÍQUIDO, INFLAMÁVEL,TÓXICO, COM UM PONTO DE INFLAMAÇÃO INFERIOR A 23 °C",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2788,"COMPOSTO ORGÂNICO LÍQUIDO DE ESTANHO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2789,ÁCIDO ACÉTICO GLACIAL OU ÁCIDO ACÉTICO EM SOLUÇÃOCONTENDO MAIS DE 80% (MASSA) DE ÁCIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
