12/01/2018 03:42,,
Código,,Descrição
7310,"Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos),de ferro fundido, ferro ou aço, de capacidade não superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo"
73102,- De capacidade inferior a 50 l:
7312,"Cordas, cabos, tranças, lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos."
7314,"Telas metálicas (incluindo as telas contínuas ou sem fim), grades e redes, de fios de ferro ou aço; chapas e tiras, distendidas, de ferro ou aço."
73141,- Telas metálicas tecidas:
73143,"- Outras grades e redes, soldadas nos pontos de interseção:"
73144,"- Outras telas metálicas, grades e redes:"
7315,"Correntes, cadeias, e suas partes, de ferro fundido, ferro ou aço."
73151,- Correntes de elos articulados e suas partes:
73158,- Outras correntes e cadeias:
7318,"Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, arruelas (incluindo as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço."
73181,- Artefatos roscados:
73182,- Artefatos não roscados:
7319,"Agulhas de costura, agulhas de tricô, agulhas-passadoras, agulhas de crochê, furadores para bordar e artefatos semelhantes, para uso manual, de ferro ou aço; alfinetes de segurança e outros alfinetes, de ferroou aço, não especificados nem compreendidos"
7320,"Molas e folhas de molas, de ferro ou aço."
7321,"Aquecedores de ambiente, caldeiras de fornalha, fogões de cozinha (incluindo os que possam ser utilizados acessoriamente no aquecimento central), churrasqueiras (grelhadores), braseiras, fogareiros a gás, aquecedores de pratos, e aparelhos não elétricos"
73211,- Aparelhos para cozinhar e aquecedores de pratos:
73218,- Outros aparelhos:
7322,"Radiadores para aquecimento central, não elétricos, e suas partes, deferro fundido, ferro ou aço; geradores e distribuidores de ar quente (incluindo os distribuidores que possam também funcionar como distribuidores de ar frio ou condicionado), não elétr"
73221,- Radiadores e suas partes:
7323,"Artefatos de uso doméstico, e suas partes, de ferro fundido, ferro ouaço; palha de ferro ou aço; esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento ou usos semelhantes, de ferro ou aço."
73239,- Outros:
7324,"Artefatos de higiene ou de toucador, e suas partes, de ferro fundido,ferro ou aço."
73242,- Banheiras:
7325,"Outras obras moldadas, de ferro fundido, ferro ou aço."
73259,- Outras:
7326,Outras obras de ferro ou aço.
73261,- Simplesmente forjadas ou estampadas:
74,Cobre e suas obras
7403,Cobre refinado e ligas de cobre em formas brutas.
74031,- Cobre refinado:
74032,- Ligas de cobre:
7406,"Pós e escamas, de cobre."
7407,"Barras e perfis, de cobre."
74072,- De ligas de cobre:
7408,Fios de cobre.
74081,- De cobre refinado:
74082,- De ligas de cobre:
7409,"Chapas e tiras de cobre, de espessura superior a 0,15 mm."
74091,- De cobre refinado:
74092,- De ligas à base de cobre-zinco (latão):
74093,- De ligas à base de cobre-estanho (bronze):
7410,"Folhas e tiras, delgadas, de cobre (mesmo impressas ou com suporte depapel, cartão, plástico ou semelhantes), de espessura não superior a 0,15 mm (excluindo o suporte)."
74101,- Sem suporte:
74102,- Com suporte:
7411,Tubos de cobre.
74112,- De ligas de cobre:
7412,"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de cobre."
7415,"Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre ou de ferro ou aço com cabeça de cobre; parafusos, pinos ou pernos,roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, arruelas (incluindo as de"
74152,"- Outros artefatos, não roscados:"
74153,"- Outros artefatos, roscados:"
7418,"Artefatos de uso doméstico, de higiene ou de toucador, e suas partes,de cobre; esponjas, esfregões, luvas e artefatos semelhantes, para limpeza, polimento ou usos semelhantes, de cobre."
7419,Outras obras de cobre.
74199,- Outras:
75,Níquel e suas obras
7501,"Mates de níquel, sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel."
7502,Níquel em formas brutas.
7505,"Barras, perfis e fios, de níquel."
75051,- Barras e perfis:
75052,- Fios:
7506,"Chapas, tiras e folhas, de níquel."
7507,"Tubos e seus acessórios (por exemplo, uniões, cotovelos, luvas), de níquel."
75071,- Tubos:
7508,Outras obras de níquel.
76,Alumínio e suas obras
7601,Alumínio em formas brutas.
7603,"Pós e escamas, de alumínio."
7604,"Barras e perfis, de alumínio."
76042,- De ligas de alumínio:
7605,Fios de alumínio.
76051,- De alumínio não ligado:
76052,- De ligas de alumínio:
7606,"Chapas e tiras, de alumínio, de espessura superior a 0,2 mm."
76061,- De forma quadrada ou retangular:
76069,- Outras:
7607,"Folhas e tiras, delgadas, de alumínio (mesmo impressas ou com suportede papel, cartão, plásticos ou semelhantes), de espessura não superior a 0,2 mm (excluindo o suporte)."
76071,- Sem suporte:
7608,Tubos de alumínio.
7610,"Construções e suas partes (por exemplo, pontes e elementos de pontes,torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras,balaustradas), de alumínio, exceto as constru"
7612,"Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes (incluindo os recipientes tubulares, rígidos ou flexíveis) para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade não superior a 300 l, sem d"
7614,"Cordas, cabos, tranças e semelhantes, de alumínio, não isolados para usos elétricos."
7615,"Artefatos de uso doméstico, de higiene ou de toucador, e suas partes,de alumínio; esponjas, esfregões, luvas e artefatos semelhantes, paralimpeza, polimento ou usos semelhantes, de alumínio."
7616,Outras obras de alumínio.
76169,- Outras:
78,Chumbo e suas obras
7801,Chumbo em formas brutas.
78019,- Outros:
7804,"Chapas, folhas e tiras, de chumbo; pós e escamas, de chumbo."
78041,"- Chapas, folhas e tiras:"
79,Zinco e suas obras
7901,Zinco em formas brutas.
79011,- Zinco não ligado:
7903,"Poeiras, pós e escamas, de zinco."
80,Estanho e suas obras
8001,Estanho em formas brutas.
81,Outros metais comuns; ceramais (cermets); obras dessas matérias
8101,"Tungstênio (volfrâmio) e suas obras, incluindo os desperdícios e resíduos."
81019,- Outros:
8102,"Molibdênio e suas obras, incluindo os desperdícios e resíduos."
81029,- Outros:
8103,"Tântalo e suas obras, incluindo os desperdícios e resíduos."
8104,"Magnésio e suas obras, incluindo os desperdícios e resíduos."
81041,- Magnésio em formas brutas:
8105,"Mates de cobalto e outros produtos intermediários da metalurgia do cobalto; cobalto e suas obras, incluindo os desperdícios e resíduos."
8107,"Cádmio e suas obras, incluindo os desperdícios e resíduos."
8108,"Titânio e suas obras, incluindo os desperdícios e resíduos."
8109,"Zircônio e suas obras, incluindo os desperdícios e resíduos."
8110,"Antimônio e suas obras, incluindo os desperdícios e resíduos."
8112,"Berílio, cromo, germânio, vanádio, gálio, háfnio (céltio), índio, nióbio (colômbio), rênio e tálio, e suas obras, incluindo os desperdíciose resíduos."
81121,- Berílio:
81122,- Cromo:
81125,- Tálio:
81129,- Outros:
82,"Ferramentas, artefatos de cutelaria e talheres, e suas partes, de metais comuns"
8201,"Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cun"
8202,Serras manuais; folhas de serras de todos os tipos (incluindo as fresas-serras e as folhas não dentadas para serrar).
82023,- Folhas de serras circulares (incluindo as fresas-serras):
82029,- Outras folhas de serras:
8203,"Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais."
8204,"Chaves de porcas, manuais (incluindo as chaves dinamométricas); chaves de caixa intercambiáveis, mesmo com cabos."
82041,"- Chaves de porcas, manuais:"
8205,"Ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)) não especificadas nem compreendidas noutras posições; lâmpadas oulamparinas, de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios"
82055,- Outras ferramentas manuais (incluindo os corta-vidros (diamantes devidraceiro)):
8207,"Ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, roscar, furar, mandrilar, brochar, fresar, tornear, aparafusar), incluindo as fieiras de estiramento ou de"
82071,- Ferramentas de perfuração ou de sondagem:
8208,"Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos."
8211,"Facas (exceto as da posição 82.08) de lâmina cortante ou serrilhada, incluindo as podadeiras de lâmina móvel, e suas lâminas."
82119,- Outras:
8212,"Navalhas e aparelhos, de barbear, e suas lâminas (incluindo os esboços em tiras)."
8214,"Outros artigos de cutelaria (por exemplo, máquinas de cortar o cabeloou tosquiar, fendeleiras, cutelos, incluindo os de açougue e de cozinha, e espátulas); utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas)."
8215,"Colheres, garfos, conchas, escumadeiras, pás para tortas, facas especiais para peixe ou para manteiga, pinças para açúcar e artefatos semelhantes."
82159,- Outros:
83,Obras diversas de metais comuns
8301,"Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos),de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns."
8302,"Guarnições, ferragens e artigos semelhantes, de metais comuns, para móveis, portas, escadas, janelas, persianas, carroçarias, artigos de seleiro, malas, cofres, caixas de segurança e outras obras semelhantes; pateras, porta-chapéus, cabides e artigos se"
83024,"- Outras guarnições, ferragens e artigos semelhantes:"
8305,"Ferragens para encadernação de folhas móveis ou para classificadores,molas para papéis, cantos para cartas, clipes, indicadores para fichas ou cavaleiros e objetos semelhantes de escritório, de metais comuns;grampos apresentados em barretas (por exemplo"
8306,"Sinos, campainhas, gongos e artefatos semelhantes, não elétricos, de metais comuns; estatuetas e outros objetos de ornamentação, de metais comuns; molduras para fotografias, gravuras ou semelhantes, de metais comuns; espelhos de metais comuns."
83062,- Estatuetas e outros objetos de ornamentação:
8307,"Tubos flexíveis de metais comuns, mesmo com acessórios."
8308,"Fechos, armações com fecho, fivelas, fivelas-fecho, grampos, colchetes, ilhoses e artefatos semelhantes, de metais comuns, para vestuário, calçados, toldos, bolsas, artigos de viagem e para quaisquer outras confecções ou equipamentos; rebites tubulares"
8309,"Rolhas, tampas e cápsulas para garrafas (incluindo as cápsulas de coroa, as rolhas e cápsulas, de rosca, e as rolhas vertedoras), batoques ou tampões roscados, protetores de batoques ou de tampões, selos de garantia e outros acessórios para embalagem, d"
8311,"Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos interior ou exteriormente de decapantes ou de fundentes, para soldadura ou depósito de metal ou de carbonetos metálicos; fios e vare"
84,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes"
8401,"Reatores nucleares; elementos combustíveis (cartuchos) não irradiados, para reatores nucleares; máquinas e aparelhos para a separação de isótopos."
8402,"Caldeiras de vapor (geradores de vapor), excluindo as caldeiras para aquecimento central concebidas para produção de água quente e vapor debaixa pressão; caldeiras denominadas ""de água superaquecida""."
84021,- Caldeiras de vapor:
8403,"Caldeiras para aquecimento central, exceto as da posição 84.02."
8404,"Aparelhos auxiliares para caldeiras das posições 84.02 ou 84.03 (por exemplo, economizadores, superaquecedores, aparelhos de limpeza de tubos ou de recuperação de gás); condensadores para máquinas a vapor."
8405,"Geradores de gás de ar (gás pobre) ou de gás de água, com ou sem depuradores; geradores de acetileno e geradores semelhantes de gás, operados a água, com ou sem depuradores."
8406,Turbinas a vapor.
84068,- Outras turbinas:
8407,"Motores de pistão, alternativo ou rotativo, de ignição por centelha (motores de explosão)."
84072,- Motores para propulsão de embarcações:
84073,- Motores de pistão alternativo dos tipos utilizados para propulsão de veículos do Capítulo 87:
8408,"Motores de pistão, de ignição por compressão (motores diesel ou semidiesel)."
8409,Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 84.07 ou 84.08.
84099,- Outras:
8410,"Turbinas hidráulicas, rodas hidráulicas, e seus reguladores."
84101,- Turbinas e rodas hidráulicas:
8411,"Turborreatores, turbopropulsores e outras turbinas a gás."
84111,- Turborreatores:
84112,- Turbopropulsores:
84118,- Outras turbinas a gás:
84119,- Partes:
8412,Outros motores e máquinas motrizes.
84122,- Motores hidráulicos:
84123,- Motores pneumáticos:
8413,"Bombas para líquidos, mesmo com dispositivo medidor; elevadores de líquidos."
84131,- Bombas com dispositivo medidor ou concebidas para comportá-lo:
84138,- Outras bombas; elevadores de líquidos:
84139,- Partes:
8414,"Bombas de ar ou de vácuo, compressores de ar ou de outros gases e ventiladores; coifas aspirantes para extração ou reciclagem, com ventilador incorporado, mesmo filtrantes."
84145,- Ventiladores:
8415,"Máquinas e aparelhos de ar-condicionado que contenham um ventilador motorizado e dispositivos próprios para modificar a temperatura e a umidade, incluindo as máquinas e aparelhos em que a umidade não seja regulável separadamente."
